Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
the-stone-fox-long,The Stone Fox - LONG,"<h1>For those long, cool Stone Foxes.<br>
</h1>
<ul>
<li>Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>!</p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,XL LONG,,,,,XLSFL,241,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-stone-fox-long,The Stone Fox - LONG,"<h1>For those long, cool Stone Foxes.<br>
</h1>
<ul>
<li>Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>!</p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,1X LONG,,,,,1XSFL,255,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-stone-fox-long,The Stone Fox - LONG,"<h1>For those long, cool Stone Foxes.<br>
</h1>
<ul>
<li>Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>!</p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,2X LONG,,,,,2XSFL,283,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-stone-fox-long,The Stone Fox - LONG,"<h1>For those long, cool Stone Foxes.<br>
</h1>
<ul>
<li>Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>!</p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,3X LONG,,,,,3XSFL,283,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-stone-fox-long,The Stone Fox - LONG,"<h1>For those long, cool Stone Foxes.<br>
</h1>
<ul>
<li>Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>!</p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,4X LONG,,,,,4XSFL,312,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-stone-fox-long,The Stone Fox - LONG,"<h1>For those long, cool Stone Foxes.<br>
</h1>
<ul>
<li>Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>!</p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,5X LONG,,,,,5XSFL,312,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-stone-fox-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/StoneFox_df7035a8-8217-4e57-a27d-5d34c185eae5.jpg?v=1684291904,1,,,,,,,,,,,,,,,,,,,
the-stone-fox-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/63A6342copy.jpg?v=1714943547,2,,,,,,,,,,,,,,,,,,,
the-stone-fox-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/63A5986copy2.jpg?v=1714943547,3,,,,,,,,,,,,,,,,,,,
the-stone-fox-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/9K8A3639_websize_b66296a8-379d-47f6-bd44-d13ecc2fb8eb.jpg?v=1714943509,4,,,,,,,,,,,,,,,,,,,
the-stone-fox-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/48C44252-E37E-4C2F-9079-1EB0929DA07F_85400093-fa75-49e5-80a4-3342473ffc6c.jpg?v=1714943509,5,,,,,,,,,,,,,,,,,,,
the-stone-fox-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/9K8A4185_copy_a4523485-ea0d-4012-9505-c57c2a66bdab.jpg?v=1714943509,6,,,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,XS LONG,Color,black,,,XSLDB,170,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,S LONG,Color,black,,,SLDB,198,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,M LONG,Color,black,,,MLDB,198,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,L LONG,Color,black,,,LLDB,227,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,XL LONG,Color,black,,,XLLDB,241,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,1X LONG,Color,black,,,1XLDB,255,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,2X LONG,Color,black,,,2XLDB,283,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,3X LONG,Color,black,,,3XLDB,283,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,4X LONG,Color,black,,,4XLDB,312,shopify,0,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,The Dreamboat - LONG,"<h1>For long, cool Dreamboats.</h1>
<ul>
<li>Long torso version for a better fit on tall/long bods (leg length and shoulder strap length remain the same)</li>
<li>Made from premium Italian fabric <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li>Ethically manufactured<span data-mce-fragment=""1""> </span>in Portland, Oregon, USA</li>
<li>Made in small batches for zero waste</li>
<li>Fully lined front for great coverage</li>
<li>Ultra chlorine-resistant</li>
<li>UPF 50+ UV protection</li>
</ul>
<p><strong>Note:</strong><span> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" target=""_blank"">size chart</a>! </p>
<p><br></p>
<p> </p>",Beefcake Swimwear,swimsuit,,TRUE,Size,5X LONG,Color,black,,,5XLDB,312,shopify,1,deny,manual,99.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-dreamboat-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/products/dreamboatblack.png?v=1682189639,1,,,,,,,,,,,,,,,,,,,
the-dreamboat-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/files/63A5389copy.jpg?v=1714946622,2,,,,,,,,,,,,,,,,,,,
the-dreamboat-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/products/BEEFCAKE_-43copy.jpg?v=1714946622,3,,,,,,,,,,,,,,,,,,,
the-dreamboat-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/products/CopyofBeefCake_-23copy.jpg?v=1714946622,4,,,,,,,,,,,,,,,,,,,
the-dreamboat-long,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1570/1695/products/BEEFCAKE_-68copy.jpg?v=1714946622,5,,,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,XS,,,,,XSTT,170,shopify,1,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,S,,,,,STT,198,shopify,1,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,M,,,,,MTT,198,shopify,0,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,L,,,,,LTT,227,shopify,0,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,XL,,,,,XLTT,241,shopify,0,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,1X,,,,,1XTT,255,shopify,0,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
the-totally-tubular,The Totally Tubular,"<h1 data-mce-fragment=""1"">The Totally Tubular</h1>
<h3 data-mce-fragment=""1"">This bodacious neon print is constructed on the edges of our regular prints. It's our attempt to be near-zero-waste. </h3>
<p>FINAL SALE: This print is on final sale and is not eligible for returns or exchanges.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<meta charset=""utf-8"">Fully lined front AND BACK for great coverage</li>
<li data-mce-fragment=""1"">Made from premium Italian fabric with <meta charset=""utf-8"">recycled polyester and Xtra Life Lycra<meta charset=""utf-8""> <span>®</span>
</li>
<li data-mce-fragment=""1"">Ethically manufactured in Portland, Oregon, USA</li>
<li data-mce-fragment=""1"">Made in small batches for zero waste</li>
<li data-mce-fragment=""1"">Ultra chlorine-resistant</li>
<li data-mce-fragment=""1"">UPF 50+ UV protection</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Note:</strong><span data-mce-fragment=""1""> </span>Our unisex sizing is unique: please check our <a href=""https://www.beefcakeswimwear.com/pages/sizing"" data-mce-fragment=""1"" target=""_blank"" data-mce-href=""https://www.beefcakeswimwear.com/pages/sizing"">size chart</a>!</p>",Beefcake Swimwear,Swimwear,,TRUE,Size,2X,,,,,2XTT,283,shopify,0,deny,manual,75.00,99.00,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,
